"DC_ID","ADDR_LN1_TXT","ADDR_LN2_TXT","ADDR_LN3_TXT","CITY_NM","CNTY_NM","ST_PROV_CD","PSTL_CD","CTRY_CD","PHN_NBR","LATITUDE","LONGITUDE","OPR_STRT_TM","OPR_END_TM","CRT_USER_ID","CRT_DTTM","LST_UPDT_USER_ID","LST_UPDT_DTTM"
"8094","2584 EAST SUNRISE BLVD SPACE J18",,,FT LAUDERDALE,,FL,"33304",US,"564-5880",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8100","4126 LEGENDARY DRIVE",,,DESTIN,,FL,"32541",US,"650-5335",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8104","1245 WORCESTER STREET SPACE #1082",,,NATICK,,MA,"01760",US,"653-2333",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8106","56 Church Street",,,BURLINGTON,,VT,"05401",US,"865-1230",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8108","1 BURLINGTON MALL RD",,,BURLINGTON,,MA,"01803",US,"229-0332",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8110","1 CROSSGATES MALL RD",,,ALBANY,,NY,"12203-5385",US,"452-5973",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8116","311 TOWN SQ",,,WHEATON,,IL,"60187-3828",US,"653-8824",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8118","5555 TAMIAMI TRAIL N.",,,NAPLES,,FL,"34108",US,"597-3161",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8121","1554 WILLOWBROOK MALL",,,HOUSTON,,TX,"77070",US,"894-9587",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8126","5015 E 2nd St",,,LONG BEACH,,CA,"90803",US,"5624399633",33.761096,-118.136052,2011-01-01 11:00:00,2040-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,StoreSetupTool,2017-08-08 12:32:53
"8127","4211 WAIALAE AVENUE SPACE #W2",,,HONOLULU,,HI,"96816",US,"737-4747",,,2013-01-01 14:00:00,2013-01-01 03:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"8129","124 THAMES STREET",,,NEWPORT,,RI,"02840",US,"848-2440",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:27,ORDR-2098,2013-01-31 02:16:27
"730","313 SMITH HAVEN MALL",,,LAKE GROVE,,NY,"11755-1201",US,"724-8830",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"753","1200 MORRIS TURNPIKE",,,SHORT HILLS,,NJ,"07078-2746",US,"376-5708",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"754","1400 Willowbrook Mall",,,WAYNE,,NJ,"07470-6905",US,"256-7122",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"757","501 S State Rt 17",,,PARAMUS,,NJ,"07652",US,"967-8950",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"761","250 WEST 57TH STREET",,,NEW YORK,,NY,"10019",US,"315-2250",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"762","142 WESTWOOD AVENUE",,,WESTWOOD,,NJ,"07675-1708",US,"358-9221",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"763","60 WEST 34TH STREET",,,NEW YORK,,NY,"10001",US,"760-1268",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"770","750 BROADWAY",,,NEW YORK,,NY,"10003",US,"674-1877",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"776","650 LEE BLVD",,,YORKTOWN HEIGHTS,,NY,"10598",US,"245-6586",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"778","11 FULTON ST",,,NEW YORK,,NY,"10038-2115",US,"374-1051",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"780","700 POST RD",,,SCARSDALE,,NY,"10583-5063",US,"472-4586",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"784","235 E. RIDGEWOOD AVE",,,RIDGEWOOD,,NJ,"07450",US,"670-1994",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"795","790 South Rd",,,POUGHKEEPSIE,,NY,"12601-5900",US,"298-1625",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"796","211 Riverside Square",,,HACKENSACK,,NJ,"07601",US,"646-0916",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"798","591 BROAD ST",,,SHREWSBURY,,NJ,"07702-4150",US,"747-8489",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"818","3663 LAS VEGAS BLVD S",,,LAS VEGAS,,NV,"89109",US,"862-4042",,,2013-01-01 11:00:00,2013-01-01 23:59:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"819","3111 West Chandler Blvd.",,,CHANDLER,,AZ,"85226",US,"726-0426",,,2013-01-01 11:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"849","5135 WEST ALABAMA",,,HOUSTON,,TX,"77056",US,"961-7759",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"853","1151 GALLERIA BLVD",,,ROSEVILLE,,CA,"95678",US,"773-3630",,,2013-01-01 11:00:00,2013-01-01 23:59:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"916","2300 BERNADETTE DRIVE",,,COLUMBIA,,MO,"65203",US,"446-6393",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1003","5430 Wisconsin Ave",,,CHEVY CHASE,,MD,"20815",US,"907-7656",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1009","1120 CONNECTICUT AV NW",,,WASHINGTON,,DC,"20036",US,"429-0691",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1012","1534 RIO RD E",,,CHARLOTTESVILLE,,VA,"22901",US,"973-5026",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1013","7820 KEW AVENUE",,,RANCHO CUCAMONGA,,CA,"91739",US,"463-4318",,,2013-01-01 11:00:00,2013-01-01 23:59:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1014","11750-U FAIR OAKS MALL",,,FAIRFAX,,VA,"22033-3325",US,"246-9054",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1022","1258 WISCONSIN AVE NW",,,WASHINGTON,,DC,"20007",US,"333-2657",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1025","11924 MARKET ST",,,RESTON,,VA,"20190",US,"709-7990",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1027","1100 S HAYES ST",,,ARLINGTON,,VA,"22202-4907",US,"418-4770",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1038","21100 Dulles Town Circle",,,DULLES,,VA,"20166",US,"433-1520",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1055","6205 SOUTH MAIN STREET",,,AURORA,,CO,"80016",US,"690-1439",,,2013-01-01 10:00:00,2013-01-01 23:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1078","4802 VALLEY VIEW BLVD NW",,,ROANOKE,,VA,"24012",US,"362-1777",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1103","1901 NW EXPRESSWAY ST",,,OKLAHOMA CITY,,OK,"73118",US,"843-0850",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1105","3401 W MAIN ST",,,NORMAN,,OK,"73072",US,"447-8072",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1120","7021 South Memorial Drive",,,TULSA,,OK,"74133",US,"250-9579",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1122","4107 S YALE AVE",,,TULSA,,OK,"74135",US,"622-4178",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1123","1934 UTICA SQUARE",,,TULSA,,OK,"74114",US,"742-9682",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1220","100 MANHATTAN TOWN CTR",,,MANHATTAN,,KS,"66502-6059",US,"537-3525",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1223","10000 California Street",,,OMAHA,,NE,"68114",US,"397-0236",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1224","11800 West Broad Street",,,RICHMOND,,VA,"23233",US,"360-8067",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1227","1950 NORTHERN BOULEVARD",,,MANHASSET,,NY,"11030",US,"684-3409",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1305","3393 PEACHTREE RD NE",,,ATLANTA,,GA,"30326-1109",US,"233-3229",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1311","400 ERNEST W BARRETT PKWY NW",,,KENNESAW,,GA,"30144",US,"426-1045",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1319","4475 ROSWELL ROAD",,,MARIETTA,,GA,"30062",US,"579-5678",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1322","6700 DOUGLAS BLVD",,,DOUGLASVILLE,,GA,"30135",US,"577-7604",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1323","3700 Atlanta Hwy",,,ATHENS,,GA,"30606",US,"543-3113",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1401","10300 LITTLE PATUXENT PKWY",,,COLUMBIA,,MD,"21044",US,"995-4966",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1410","1735 ANNAPOLIS MALL",,,ANNAPOLIS,,MD,"21401-3099",US,"573-2086",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1412","8200 PERRY HALL BLVD",,,BALTIMORE,,MD,"21236",US,"931-6791",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1418","200 E. Pratt St.",,,BALTIMORE,,MD,"21202",US,"625-1950",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1420","2300 North Salisbury Blvd.",,,SALISBURY,,MD,"21801",US,"749-2898",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1423","11307 Rockville Pike",,,KENSINGTON,,MD,"20895-1094",US,"984-9005",,,2013-01-01 08:00:00,2013-01-01 21:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1506","4800 S HULEN ST",,,FORT WORTH,,TX,"76132",US,"292-7291",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1510","6001 W Waco Dr",,,WACO,,TX,"76710-6306",US,"772-8244",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1515","13250 Dallas Parkway",,,DALLAS,,TX,"75240",US,"776-4750",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1519","5350 W LOVERS LN",,,DALLAS,,TX,"75209-4248",US,"352-1827",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1520","2401 S. Stemmons Fwy",,,LEWISVILLE,,TX,"75067-8764",US,"315-0465",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1521","1900 Preston Rd.",,,PLANO,,TX,"75093",US,"596-6565",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1524","6002 SLIDE ROAD",,,LUBBOCK,,TX,"79414",US,"799-3388",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1525","10720 PRESTON RD",,,DALLAS,,TX,"75230",US,"361-6651",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1529","7701 W INTERSTATE 40",,,AMARILLO,,TX,"79121",US,"353-3334",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1535","167 Grand Avenue",,,SOUTHLAKE,,TX,"76092",US,"416-5539",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1537","2400 Richmond Road",,,TEXARKANA,,TX,"75503",US,"223-8720",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1543","2601 Preston Rd",,,FRISCO,,TX,"75034",US,"633-1418",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
"1544","3699 McKinney Avenue",,,DALLAS,,TX,"75204",US,"520-1843",,,2013-01-01 09:00:00,2013-01-01 22:00:00,ORDR-2098,2013-01-31 02:16:29,ORDR-2098,2013-01-31 02:16:29
